last_name, first_name,player_id,year,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,
Snell, Blake,605483,2020,2445,-9.6,-52.9,
Turnbull, Spencer,605513,2020,2693,10.5,-55.5,
Woodruff, Brandon,605540,2020,2606,4,-49.3,
Glasnow, Tyler,607192,2020,2939,6.5,-58.5,
Fedde, Erick,607200,2020,2273,12.2,-44.6,
Freeland, Kyle,607536,2020,2444,-4.1,-49.5,
Lugo, Seth,607625,2020,3213,12.3,-63.1,
Means, John,607644,2020,2345,-13.6,-54.3,
Fried, Max,608331,2020,2787,-10.9,-67.6,
Giolito, Lucas,608337,2020,2493,5,-61.1,
Wacha, Michael,608379,2020,2195,12.8,-55.6,
Marquez, German,608566,2020,2728,3.6,-40.4,
Voth, Austin,608723,2020,2811,13.5,-49,
Eflin, Zach,621107,2020,2369,11.4,-50.7,
McCullers Jr., Lance,621121,2020,2787,11.7,-50.2,
Mills, Alec,621219,2020,2378,12.9,-72.5,
Berrios, Jose,621244,2020,2352,14.7,-42,
Young, Alex,622065,2020,2402,-2.7,-43.1,
Castillo, Luis,622491,2020,,,,
Senzatela, Antonio,622608,2020,2312,7.5,-50.2,
Castellani, Ryan,624418,2020,2459,9.8,-51.7,
Maeda, Kenta,628317,2020,2590,6.7,-52.9,
Urias, Julio,628711,2020,2882,-16.3,-44.2,
Manaea, Sean,640455,2020,1988,-6.3,-46.6,
Lopez, Pablo,641154,2020,2442,14.7,-51.6,
Alexander, Tyler,641302,2020,,,,
Hudson, Dakota,641712,2020,2280,5.7,-44.4,
Keller, Brad,641745,2020,,,,
Kuhl, Chad,641771,2020,2762,9.7,-49.5,
Mahle, Tyler,641816,2020,2599,5.1,-40,
Yarbrough, Ryan,642232,2020,2309,-17.6,-51.3,
Brault, Steven,643230,2020,2318,-12.7,-55.2,
Dunn, Justin,643290,2020,2368,14.6,-42.3,
Alcantara, Sandy,645261,2020,2405,6.2,-44.9,
Civale, Aaron,650644,2020,2840,12.1,-63.9,
Canning, Griffin,656288,2020,2467,7.7,-46.9,
Cease, Dylan,656302,2020,2680,7.4,-62.7,
Flaherty, Jack,656427,2020,2417,13,-58.1,
Montgomery, Jordan,656756,2020,2280,-1.3,-45.2,
Peterson, David,656849,2020,2143,-7.9,-57,
Sheffield, Justus,656954,2020,,,,
Wright, Kyle,657140,2020,2729,13.3,-46.5,
Webb, Logan,657277,2020,,,,
Lamet, Dinelson,659275,2020,,,,
Bubic, Kris,663460,2020,2567,-10.1,-56.3,
Allard, Kolby,663465,2020,2031,-5.2,-56.8,
Sandoval, Patrick,663776,2020,2746,-7.1,-55.2,
Singer, Brady,663903,2020,,,,
Paddack, Chris,663978,2020,2096,5.8,-62.6,
Gonsolin, Tony,664062,2020,2645,4.4,-54.9,
Brubaker, JT,664141,2020,2857,8.2,-49.8,
Clarke, Taylor,664199,2020,2475,5.3,-53.4,
Valdez, Framber,664285,2020,2982,-13.2,-56.2,
Javier, Cristian,664299,2020,2819,12.5,-56.5,
Sanchez, Sixto,664350,2020,,,,
Luzardo, Jesus,666200,2020,2533,-1.2,-39.3,
Plesac, Zach,668676,2020,2102,1.8,-49.4,
Gallen, Zac,668678,2020,2432,6.3,-50.9,
May, Dustin,669160,2020,3090,10,-42,
Burnes, Corbin,669203,2020,2963,11,-47.5,
Bieber, Shane,669456,2020,2352,9,-53.6,
Richards, Trevor,670950,2020,2038,3.7,-38.9,
Margevicius, Nick,676606,2020,2001,-9.5,-67.5,
Dobnak, Randy,677976,2020,,,,
