year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2021,Stripling, Ross,548389,Blue Jays,TOR,R,91.9,858,1686,10.407407407407407,0.5088967971530249,FF,4-Seamer,14.1,-14.4,0.3,2,4.4,-5.6,-1.2,-22,0.5795724465558195,0.33016627078384797
2021,Ober, Bailey,641927,Twins,MIN,R,92.3,856,1476,9.11111111111111,0.5799457994579946,FF,4-Seamer,16.2,-15.5,-0.7,-4,6.4,-6.5,-0.2,-3,0.3847980997624703,0.42992874109263657
2021,Green, Chad,643338,Yankees,NYY,R,95.7,854,1312,8.098765432098766,0.6509146341463414,FF,4-Seamer,10.7,-13.4,2.6,20,4.5,-7,-2.5,-36,0.9691211401425178,0.19477434679334918
2021,Peacock, Matt,676840,D-backs,ARI,R,93.3,847,1323,8.166666666666666,0.6402116402116402,SIFT,Sinker,25.6,-23.7,1.9,8,16.4,-15.3,1.2,8,0.7459016393442623,0.7131147540983607
2021,Davies, Zach,605200,Cubs,CHC,R,78.5,847,2577,15.907407407407407,0.3286767559177338,CH,Changeup,36.5,-36.8,-0.3,-1,13.7,-14.2,-0.5,-3,0.4691780821917808,0.3698630136986301
2021,Bassitt, Chris,605135,Athletics,OAK,R,92.7,847,2381,14.697530864197532,0.35573288534229314,SIFT,Sinker,21.6,-22.5,-0.8,-4,16.5,-14.8,1.7,11,0.3975409836065574,0.8032786885245902
2021,Adams, Austin,613534,Padres,SD,R,86.9,837,962,5.938271604938271,0.8700623700623701,SL,Slider,35.3,-34.2,1.2,3,10,5.6,4.3,77,0.6243243243243243,0.9
2021,Mills, Alec,621219,Cubs,CHC,R,89.1,829,1936,11.950617283950617,0.428202479338843,SIFT,Sinker,26.9,-24.8,2.1,8,16.1,-14.4,1.8,12,0.7622950819672131,0.8114754098360656
2021,Quantrill, Cal,615698,Indians,CLE,R,94.3,828,2357,14.549382716049383,0.3512940178192618,SIFT,Sinker,16.6,-19.5,-3,-15,13.3,-14.3,-1,-7,0.16393442622950818,0.2786885245901639
2021,Finnegan, Kyle,640448,Nationals,WSH,R,95.6,827,1209,7.462962962962963,0.6840363937138131,SIFT,Sinker,14.5,-19.6,-5.1,-26,11.6,-14.8,-3.2,-21,0.04918032786885246,0.07377049180327869
