year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2020,Lynn, Lance,458681,Rangers,TEX,R,94,699,1408,23.466666666666665,0.49644886363636365,FF,4-Seamer,15.4,-15.2,-0.2,-1,6.7,-7.6,-0.9,-12,0.4877450980392157,0.3235294117647059
2020,Cole, Gerrit,543037,Yankees,NYY,R,96.7,635,1203,20.05,0.5278470490440565,FF,4-Seamer,11.5,-13.7,2.1,16,12.2,-8,4.2,53,0.9068627450980392,0.9240196078431373
2020,Senzatela, Antonio,622608,Rockies,COL,R,94.3,632,1136,18.933333333333334,0.5563380281690141,FF,4-Seamer,20,-14.9,-5.1,-34,5.9,-7.4,-1.5,-21,0.03431372549019608,0.24509803921568626
2020,Heaney, Andrew,571760,Angels,LAA,L,91.5,624,1085,18.083333333333332,0.5751152073732719,FF,4-Seamer,17.1,-17.1,-0.1,0,13.8,-8.6,5.2,60,0.5098039215686274,0.9607843137254902
2020,Giolito, Lucas,608337,White Sox,CWS,R,94,614,1214,20.233333333333334,0.5057660626029654,FF,4-Seamer,12.5,-13.9,1.4,10,7.1,-6.5,0.6,8,0.7941176470588235,0.5563725490196079
2020,Singer, Brady,663903,Royals,KC,R,93.3,612,1071,17.85,0.5714285714285714,SIFT,Sinker,19.2,-21.5,-2.3,-11,13.7,-14.6,-0.9,-6,0.24124513618677043,0.2840466926070039
2020,Valdez, Framber,664285,Astros,HOU,L,93.1,573,1049,17.483333333333334,0.546234509056244,SIFT,Sinker,25.8,-21.8,4,18,12.6,-14.8,-2.2,-15,0.9105058365758755,0.1245136186770428
2020,Javier, Cristian,664299,Astros,HOU,R,92.2,560,889,14.816666666666666,0.6299212598425197,FF,4-Seamer,14.1,-16.5,2.4,14,7,-8,-1.1,-13,0.9362745098039216,0.29411764705882354
2020,Paddack, Chris,663978,Padres,SD,R,94.1,560,963,16.05,0.5815160955347871,FF,4-Seamer,14.7,-14.1,-0.6,-4,9.8,-6.7,3.1,46,0.41421568627450983,0.8406862745098039
2020,Scherzer, Max,453286,Nationals,WSH,R,94.7,558,1213,20.216666666666665,0.4600164880461665,FF,4-Seamer,15,-15.1,0.2,1,10.5,-8,2.5,31,0.5735294117647058,0.7769607843137255
2020,Lamet, Dinelson,659275,Padres,SD,R,86.5,557,1046,17.433333333333334,0.5325047801147228,SL,Slider,34.4,-34.1,0.2,1,4.3,3.8,0.5,14,0.5238095238095238,0.5744047619047619
2020,Bauer, Trevor,545333,Reds,CIN,R,93.5,552,1165,19.416666666666668,0.4738197424892704,FF,4-Seamer,11.7,-15.5,3.8,24,9.6,-7.6,2,27,1,0.7254901960784313
2020,Voth, Austin,608723,Nationals,WSH,R,92,546,895,14.916666666666666,0.6100558659217877,FF,4-Seamer,15.7,-16.1,0.4,3,6.2,-7.2,-1,-14,0.6102941176470589,0.30637254901960786
2020,Boyd, Matthew,571510,Tigers,DET,L,91.7,545,1086,18.724137931034484,0.501841620626151,FF,4-Seamer,18.3,-16.3,-2.1,-13,11.2,-7.1,4.1,58,0.19607843137254902,0.9166666666666666
2020,Glasnow, Tyler,607192,Rays,TB,R,96.9,544,964,16.066666666666666,0.5643153526970954,FF,4-Seamer,11.8,-12.7,0.9,7,0.6,-5,-4.4,-87,0.696078431372549,0.06862745098039216
2020,Weaver, Luke,596133,D-backs,ARI,R,94,523,968,16.133333333333333,0.5402892561983471,FF,4-Seamer,12.7,-15.3,2.6,17,7.4,-7.6,-0.2,-3,0.9607843137254902,0.4387254901960784
2020,Cease, Dylan,656302,White Sox,CWS,R,97.5,513,1085,18.083333333333332,0.4728110599078341,FF,4-Seamer,13,-12.7,-0.3,-2,4.4,-7.3,-2.9,-40,0.4730392156862745,0.13970588235294118
2020,deGrom, Jacob,594798,Mets,NYM,R,98.6,510,1135,18.916666666666668,0.44933920704845814,FF,4-Seamer,11.4,-12.8,1.4,11,6.9,-8.4,-1.5,-17,0.7941176470588235,0.24509803921568626
2020,Bubic, Kris,663460,Royals,KC,L,91.4,503,932,15.533333333333333,0.5396995708154506,FF,4-Seamer,16.3,-16.3,0,0,6,-6.8,-0.8,-11,0.5367647058823529,0.3480392156862745
2020,Ray, Robbie,592662,Blue Jays,TOR,L,93.9,503,1064,17.733333333333334,0.47274436090225563,FF,4-Seamer,14.2,-14.8,0.6,4,9.6,-7,2.6,37,0.6446078431372549,0.7867647058823529
