last_name, first_name,player_id,year,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,
Pressly, Ryan,519151,2020,37.1,94.6,2533,
Smith, Will,519293,2020,45.2,92.6,2260,
Walden, Marcus,519393,2020,78.2,91.2,2125,
Workman, Brandon,519443,2020,60.5,89.7,2137,
Baez, Pedro,520980,2020,42.2,94.4,2226,
Hendriks, Liam,521230,2020,70.3,96,2449,
Font, Wilmer,521655,2020,70.4,94.9,2254,
Perez, Martin,527048,2020,64.9,90.4,2087,
Teheran, Julio,527054,2020,60.3,88.9,2263,
Castellanos, Humberto,528748,2020,50.7,89.9,2011,
Shoemaker, Matt,533167,2020,44.2,92,2190,
Hahn, Jesse,534910,2020,56.5,94.9,2265,
Ramirez, Erasmo,541640,2020,82.6,89.4,2230,
Cisnero, Jose,542585,2020,63,96.2,2384,
Anderson, Tyler,542881,2020,65.1,88.7,2330,
Andriese, Matt,542882,2020,51.4,90.8,2321,
Armstrong, Shawn,542888,2020,89,91.1,2552,
Bass, Anthony,542914,2020,54.3,94.6,2034,
Bleier, Richard,542947,2020,70.2,88.7,1968,
Brach, Brad,542960,2020,68.4,88.8,2274,
Chatwood, Tyler,543022,2020,81.4,92.6,2583,
Cole, Gerrit,543037,2020,52.8,96.7,2505,
DeSclafani, Anthony,543101,2020,51.3,94.8,2159,
Eovaldi, Nathan,543135,2020,68.9,94.6,2202,
Gray, Sonny,543243,2020,53.1,93,2466,
Hand, Brad,543272,2020,47.9,91.4,2449,
Hendricks, Kyle,543294,2020,54.5,87.3,1903,
Hudson, Daniel,543339,2020,75.9,96.4,2341,
Lyles, Jordan,543475,2020,47.5,92.2,2141,
May, Trevor,543507,2020,51.8,96.3,2397,
Milone, Tommy,543548,2020,45.3,86.1,2188,
Odorizzi, Jake,543606,2020,52.7,92,2227,
Roark, Tanner,543699,2020,54.1,90.6,2066,
Turley, Nik,543867,2020,55.5,94.2,2536,
Vincent, Nick,543883,2020,87.9,88.5,2326,
Weber, Ryan,543901,2020,60.5,88.2,2036,
Familia, Jeurys,544727,2020,59.8,96.6,2215,
Diaz, Jairo,545064,2020,58,95.1,2129,
Bauer, Trevor,545333,2020,67.5,91,2817,
Lorenzen, Michael,547179,2020,58.2,95.4,2518,
Tanaka, Masahiro,547888,2020,31.6,92.1,2204,
Kim, Kwang Hyun,547942,2020,48.7,89.9,2157,
Ryu, Hyun Jin,547943,2020,58.9,87.9,2001,
Raley, Brooks,548384,2020,68.8,87.9,2511,
Stripling, Ross,548389,2020,43.9,91.7,2276,
Garcia, Yimi,554340,2020,49.4,94.4,2569,
Wheeler, Zack,554430,2020,65.7,96.8,2289,
Matzek, Tyler,554431,2020,71.4,93.7,2404,
Pena, Felix,570240,2020,48.5,94.4,2200,
Rodriguez, Joely,570257,2020,67.5,94.6,2069,
Valdez, Phillips,570488,2020,45.2,92.2,2403,
Urena, Jose,570632,2020,60.6,95.4,2169,
Robles, Hansel,570663,2020,51.7,95.4,2337,
Cessa, Luis,570666,2020,31.1,93.6,2246,
Boyd, Matthew,571510,2020,52.7,91.7,2302,
Corbin, Patrick,571578,2020,52.1,90.1,2116,
Farmer, Buck,571656,2020,52.8,93.2,2276,
Fiers, Mike,571666,2020,44.2,88,2153,
Floro, Dylan,571670,2020,46.9,93.4,2243,
Givens, Mychal,571710,2020,65.1,94.6,2413,
Hale, David,571735,2020,53.2,92.8,2259,
Heaney, Andrew,571760,2020,57.8,91.5,2433,
Loup, Aaron,571901,2020,80.9,89.5,2263,
Matz, Steven,571927,2020,53.7,94.5,2230,
Milner, Hoby,571948,2020,56.6,87.9,1973,
Paxton, James,572020,2020,71.6,90.7,2184,
Richards, Garrett,572070,2020,54.7,95.2,2618,
Rosenthal, Trevor,572096,2020,71.1,98,2455,
Selman, Sam,572125,2020,41,91.2,2475,
Tepera, Ryan,572193,2020,89.7,90.9,2338,
Erlin, Robbie,572362,2020,56.6,89.3,2256,
Greene, Shane,572888,2020,64.8,90.2,2266,
Johnson, Pierce,572955,2020,45.8,96.3,2310,
Keuchel, Dallas,572971,2020,65.5,86.1,2139,
Rogers, Taylor,573124,2020,54.5,94.6,2139,
Thielbar, Caleb,573204,2020,58.2,89.1,2426,
Kikuchi, Yusei,579328,2020,77.7,93.5,2215,
Goody, Nick,580792,2020,43.1,91.6,2196,
Adam, Jason,592094,2020,53.5,94.8,2722,
Bedrosian, Cam,592135,2020,52.7,92.2,2352,
Brice, Austin,592169,2020,61.6,93.7,2177,
Claudio, Alex,592222,2020,39.3,85.9,1916,
Covey, Dylan,592229,2020,40.5,92,1958,
Crichton, Stefan,592233,2020,61.9,92.3,1963,
Gausman, Kevin,592332,2020,51.1,95.1,2312,
Gonzalez, Chi Chi,592346,2020,74.1,91.3,2359,
Gray, Jon,592351,2020,49.4,94,2147,
Hembree, Heath,592390,2020,57.9,93.9,2501,
Jackson, Luke,592426,2020,36.9,94.2,2256,
Kickham, Mike,592464,2020,18.7,89.5,2365,
Kolarek, Adam,592473,2020,83.7,89.2,2151,
Osich, Josh,592612,2020,84.9,89.5,2241,
Plutko, Adam,592644,2020,80.7,89.4,2351,
Ray, Robbie,592662,2020,50.9,93.8,2414,
Shreve, Chasen,592741,2020,51.2,91.7,2396,
Smith, Caleb,592761,2020,51.3,92.1,2498,
Smyly, Drew,592767,2020,63.5,92.5,2262,
Velasquez, Vince,592826,2020,57.5,93.7,2419,
Walker, Taijuan,592836,2020,49.8,93.1,2120,
Wick, Rowan,592858,2020,65.8,94.3,2343,
Williams, Taylor,592865,2020,45.2,95,2302,
Williams, Trevor,592866,2020,51,91.2,2225,
Wojciechowski, Asher,592879,2020,46,90.9,2145,
Rodriguez, Richard,593144,2020,72.4,92.9,2544,
Martinez, Carlos,593372,2020,51.2,92.8,2107,
Montas, Frankie,593423,2020,62,95.7,2321,
Neris, Hector,593576,2020,51.9,93.9,2340,
Suero, Wander,593833,2020,81.1,91,2459,
Peralta, Wandy,593974,2020,35.5,94.7,2206,
Mayers, Mike,594577,2020,57.8,92.5,2296,
Dayton, Grant,594795,2020,62.9,90.6,2227,
deGrom, Jacob,594798,2020,44.9,98.6,2477,
Gonzales, Marco,594835,2020,69.6,87,2152,
Ponce de Leon, Daniel,594965,2020,74.5,92.2,2368,
Ryan, Kyle,594986,2020,91.4,86.7,1979,
Sadler, Casey,594987,2020,58.3,91.3,2520,
Smith, Josh A.,595001,2020,34.7,90.3,2314,
Treinen, Blake,595014,2020,73.7,96.6,2301,
Winkler, Dan,595465,2020,89,89.7,2483,
Cole, A.J.,595918,2020,44.1,92.3,2296,
Curtiss, John,595928,2020,56.5,94,2310,
Junis, Jakob,596001,2020,49.5,91,2099,
Mengden, Daniel,596043,2020,78.4,87.9,2250,
Norris, Daniel,596057,2020,47.6,92.6,2444,
Weaver, Luke,596133,2020,65.8,93,2448,
Gomber, Austin,596295,2020,52.5,92.5,2148,
Neverauskas, Dovydas,596720,2020,66.2,93.2,2291,
Barnes, Matt,598264,2020,54.1,95.6,2315,
Ramirez, Noe,598287,2020,36,88.7,2183,
Pivetta, Nick,601713,2020,49.3,92.8,2332,
Barlow, Scott,605130,2020,37.3,94.9,2308,
Bassitt, Chris,605135,2020,77.4,91.4,2143,
Benjamin, Wes,605138,2020,73.5,89.2,2376,
Bradley, Archie,605151,2020,65.9,94.1,2203,
Brewer, Colten,605155,2020,46,93.8,2398,
Bundy, Dylan,605164,2020,41.9,90.1,2406,
Clevinger, Mike,605182,2020,46.5,94.1,2375,
Davies, Zach,605200,2020,55.8,88.1,2085,
Fry, Jace,605240,2020,78.2,88.2,2332,
Fulmer, Michael,605242,2020,62.3,93.1,2095,
Houser, Adrian,605288,2020,64,93.4,2105,
Lopez, Jorge,605347,2020,59.8,93.7,1893,
Marshall, Evan,605359,2020,29.8,92.8,2299,
Morgan, Adam,605388,2020,33.8,91.5,2302,
Musgrove, Joe,605397,2020,45.2,91.8,2418,
Nola, Aaron,605400,2020,46,92.3,2143,
Romano, Jordan,605447,2020,40.1,96.5,2331,
Sneed, Cy,605482,2020,69.6,93,2350,
Snell, Blake,605483,2020,50.6,95,2404,
Springs, Jeffrey,605488,2020,46.9,92.1,2229,
Tarpley, Stephen,605501,2020,68.5,91,2124,
Turnbull, Spencer,605513,2020,65.9,94.1,2433,
Wendelken, J.B.,605525,2020,58.1,94.5,2401,
Wisler, Matt,605538,2020,16.6,91.9,2098,
Woodruff, Brandon,605540,2020,65.2,96.4,2413,
Perdomo, Luis,606131,2020,43.1,93.9,1949,
Gallegos, Giovanny,606149,2020,48.9,93.7,2385,
Montero, Rafael,606160,2020,72,95.4,2261,
Garcia, Jarlin,606424,2020,48.6,93.7,2187,
Barnes, Jacob,606930,2020,99,92.2,2356,
Hart, Kyle,606996,2020,41.5,89.1,2061,
Rea, Colin,607067,2020,69.3,91.5,2246,
Weems, Jordan,607179,2020,62.2,95.3,2221,
Glasnow, Tyler,607192,2020,60.6,96.9,2409,
Fedde, Erick,607200,2020,72.1,92.3,1875,
Gsellman, Robert,607229,2020,64.7,93.5,2180,
Gant, John,607231,2020,52.1,93.8,2461,
Garrett, Amir,607237,2020,44.5,94.7,2207,
Tropeano, Nick,607374,2020,30.2,90.9,2239,
Mazza, Chris,607391,2020,69,90.5,2071,
Freeland, Kyle,607536,2020,33.5,91.9,2424,
Harper, Ryne,607560,2020,37.6,88.4,1830,
Howard, Sam,607572,2020,37.4,92,2431,
Lugo, Seth,607625,2020,54.9,93.4,2245,
Means, John,607644,2020,52.3,93.8,2458,
Estevez, Carlos,608032,2020,61.7,96.9,2165,
Fried, Max,608331,2020,51.9,93,2089,
Funkhouser, Kyle,608335,2020,61.8,95.2,2014,
Giolito, Lucas,608337,2020,50.6,94,2349,
Knebel, Corey,608349,2020,62.7,94.3,2396,
Sims, Lucas,608371,2020,48.1,93.9,2748,
Wacha, Michael,608379,2020,69.6,91.7,2099,
Marquez, German,608566,2020,52.4,95.6,2152,
Duffey, Tyler,608648,2020,46.1,92.6,2296,
Graveman, Kendall,608665,2020,71.7,94.7,2339,
Stratton, Chris,608717,2020,46.4,93.2,2627,
Suter, Brent,608718,2020,79.3,85.5,2155,
Voth, Austin,608723,2020,73.4,91.1,2285,
Castro, Miguel,612434,2020,50.1,98.1,2345,
Quantrill, Cal,615698,2020,54,94.9,2156,
Reyes, Alex,621052,2020,60.4,97.5,2523,
Lail, Brady,621078,2020,50.3,90,2373,
Waguespack, Jacob,621097,2020,70.5,91.3,1970,
Eflin, Zach,621107,2020,61.2,93.8,2096,
Buehler, Walker,621111,2020,76.7,96.1,2587,
McCullers Jr., Lance,621121,2020,44,93.7,2083,
Cody, Kyle,621129,2020,50.3,94.3,2145,
Lockett, Walker,621141,2020,57.4,92.1,2301,
Buttrey, Ty,621142,2020,58.2,96.1,2232,
Mills, Alec,621219,2020,58.9,89.9,2190,
Diaz, Edwin,621242,2020,62.1,97.7,2354,
Berrios, Jose,621244,2020,51.6,94.2,2158,
Underwood Jr., Duane,621249,2020,46.3,94.5,2141,
Oswalt, Corey,621261,2020,53.8,92.1,2155,
Bacus, Dakota,621290,2020,34.2,90.7,2261,
Wittgren, Nick,621295,2020,60.7,92.9,2221,
Minter, A.J.,621345,2020,81.4,91.5,2377,
Borucki, Ryan,621366,2020,47.8,94.8,2163,
Hearn, Taylor,621368,2020,60.5,95,2286,
Strahm, Matt,621381,2020,55.8,92.9,2330,
Young, Alex,622065,2020,54.3,89.2,2364,
Wood, Alex,622072,2020,48.2,91.1,2212,
Almonte, Yency,622075,2020,42.8,94.8,2111,
Antone, Tejay,622088,2020,40.6,95.6,2625,
Zimmer, Kyle,622092,2020,48,94.1,2170,
Staumont, Josh,622251,2020,72.5,98,2388,
Tate, Dillon,622253,2020,57.9,94.4,1966,
Castillo, Luis,622491,2020,52.3,97.4,2142,
Senzatela, Antonio,622608,2020,55.9,94.3,2140,
Hernandez, Elieser,622694,2020,58.9,91.3,2265,
Cordero, Jimmy,622772,2020,71,96.5,2081,
Hader, Josh,623352,2020,67.7,94.5,2060,
Anderson, Nick,623433,2020,65,95.2,2222,
Phillips, Evan,623465,2020,66.2,94.5,2247,
Newberry, Jake,623470,2020,45.2,93.4,2403,
Herget, Jimmy,623474,2020,54.8,93,2343,
Castellani, Ryan,624418,2020,48.2,92.5,2349,
Hoyt, James,624586,2020,31.1,88.3,2290,
Gonzalez, Victor,624647,2020,62.8,94.9,2181,
Lopez, Reynaldo,625643,2020,50.7,94.2,2135,
Thorpe, Lewis,626929,2020,47.4,89.7,1958,
Maeda, Kenta,628317,2020,28.5,91,2271,
Iglesias, Raisel,628452,2020,46,96.1,2419,
Urias, Julio,628711,2020,58.1,94.2,2477,
Chirinos, Yonny,630023,2020,60.5,93.4,2211,
Finnegan, Kyle,640448,2020,70.4,95,1914,
Manaea, Sean,640455,2020,54.3,90.4,1879,
Alzolay, Adbert,640470,2020,52.2,94.6,2364,
Lopez, Pablo,641154,2020,63.1,93.3,2106,
Alexander, Tyler,641302,2020,61.1,89.3,2213,
Anderson, Shaun,641312,2020,39.7,94.5,2498,
Castano, Daniel,641447,2020,54,88.8,2197,
Dunning, Dane,641540,2020,60.4,91.9,2123,
Foster, Matt,641582,2020,57.3,93.8,2322,
Gott, Trevor,641627,2020,64.5,95.5,2310,
Hatch, Thomas,641672,2020,74.8,93.4,2580,
Hudson, Dakota,641712,2020,58.9,92.9,2125,
Jimenez, Joe,641729,2020,62.2,94.2,2465,
Kay, Anthony,641743,2020,58.7,93.4,2373,
Keller, Brad,641745,2020,59.8,92.7,2293,
Kinley, Tyler,641755,2020,33.4,95.9,2343,
Kuhl, Chad,641771,2020,43.7,93.9,2004,
Lauer, Eric,641778,2020,75,90.1,2234,
Mahle, Tyler,641816,2020,54.9,93.9,2389,
Middleton, Keynan,641871,2020,59,97.1,2485,
Pagan, Emilio,641941,2020,98.1,91.6,2366,
Reed, Cody,642003,2020,44.9,94.7,2124,
Slegers, Aaron,642083,2020,62,91.2,1950,
Smith, Riley,642092,2020,62.4,93.3,2283,
Sulser, Cole,642121,2020,57.5,93.8,2409,
Taylor, Blake,642130,2020,76.5,93.7,2278,
Trivino, Lou,642152,2020,82.7,94,2134,
Widener, Taylor,642203,2020,65.1,94.5,2396,
Williams, Devin,642207,2020,47.3,95.7,2390,
Yarbrough, Ryan,642232,2020,59.4,84.7,2064,
Yardley, Eric,642233,2020,65.1,87.8,2037,
Soto, Gregory,642397,2020,79.7,97.3,2420,
Loaisiga, Jonathan,642528,2020,67.3,96.7,2354,
Barria, Jaime,642545,2020,42.9,92.1,2274,
Hernandez, Jonathan,642546,2020,47.3,97.8,2227,
Peralta, Freddy,642547,2020,73.5,93,2416,
Kilome, Franklyn,642584,2020,53.7,94.3,2383,
Santana, Dennis,642701,2020,38.4,94.4,2373,
Guerra, Javy,642770,2020,68.1,98.4,2143,
Brault, Steven,643230,2020,50.7,92.1,2132,
Dunn, Justin,643290,2020,54.6,91.2,2237,
Fry, Paul,643316,2020,53.2,92.8,2274,
Godley, Zack,643327,2020,51.7,88.9,2165,
Green, Chad,643338,2020,75.1,95.5,2473,
Rogers, Tyler,643511,2020,63.8,82.5,1946,
Webb, Tyler,643778,2020,59.8,90,2143,
Alcantara, Sandy,645261,2020,59.7,96.5,2351,
Soroka, Mike,647336,2020,59.3,92,2153,
Garcia, Bryan,650530,2020,64.2,94.4,2185,
King, Michael,650633,2020,65.5,93.1,2265,
Civale, Aaron,650644,2020,60.2,89.7,2381,
Cabrera, Genesis,650893,2020,56.4,96.2,2288,
Castillo, Diego,650895,2020,35.3,96.1,1959,
Altavilla, Dan,656186,2020,46.8,97.3,2351,
Beeks, Jalen,656222,2020,56.3,91.4,2086,
Bielak, Brandon,656232,2020,63,92.3,2371,
Canning, Griffin,656288,2020,60.7,91.4,2357,
Cease, Dylan,656302,2020,47.8,97.5,2516,
Coonrod, Sam,656322,2020,65,97.6,2259,
Flaherty, Jack,656427,2020,55.6,93.6,2166,
Ginkel, Kevin,656464,2020,59.7,95.5,2387,
Hoffman, Jeff,656546,2020,54.6,94.4,2425,
Holder, Jonathan,656547,2020,62.2,91.3,2420,
Houck, Tanner,656557,2020,61.5,92.1,2067,
Keller, Mitch,656605,2020,55.7,93.9,2327,
Martin, Brett,656685,2020,53.2,94,2243,
Montgomery, Jordan,656756,2020,52.3,92.2,2252,
Nelson, Nick,656793,2020,57.2,96.3,2092,
Newcomb, Sean,656794,2020,54,93.4,2307,
Peterson, David,656849,2020,53.2,92,2093,
Rasmussen, Drew,656876,2020,68.2,97.6,2454,
Scott, Tanner,656945,2020,61.2,96.5,2655,
Sheffield, Justus,656954,2020,47.8,91.9,1940,
Smeltzer, Devin,656970,2020,33.2,87.5,2397,
Thompson, Ryan,657044,2020,60.9,91.3,1929,
Toussaint, Touki,657053,2020,41.1,93.9,2277,
Wright, Kyle,657140,2020,48.4,94.2,2301,
Yamamoto, Jordan,657141,2020,61.9,88.6,2429,
Merryweather, Julian,657240,2020,57.9,96.7,2319,
Webb, Logan,657277,2020,53.9,92.5,2106,
Ferguson, Caleb,657571,2020,100,93.6,2351,
Hill, Cam,657611,2020,48.5,92.1,2301,
Hill, Tim,657612,2020,89.9,90.6,2150,
James, Josh,657624,2020,57.6,96.3,2307,
Lamet, Dinelson,659275,2020,46.6,97,2484,
Paredes, Enoli,660600,2020,68.2,95.7,2396,
Ynoa, Huascar,660623,2020,44.3,94.8,2061,
Graterol, Brusdar,660813,2020,70.8,99.3,1979,
Alcala, Jorge,660896,2020,46.4,96.9,2400,
Lopez, Yoan,661255,2020,54.7,95.4,2092,
Rainey, Tanner,663432,2020,60.9,96.6,2457,
Bubic, Kris,663460,2020,54.2,91.4,2177,
Allard, Kolby,663465,2020,77.2,89.6,2209,
McKenzie, Triston,663474,2020,53.3,92.8,2336,
Mize, Casey,663554,2020,72,92.2,2227,
Woodford, Jake,663765,2020,50.8,92.8,2259,
Sandoval, Patrick,663776,2020,44.6,92.8,2018,
Pearson, Nate,663878,2020,50.6,96.3,2306,
Singer, Brady,663903,2020,57.9,93.3,2241,
Paddack, Chris,663978,2020,61.6,93.7,2169,
Lakins Sr., Travis,664042,2020,74.5,91.9,2332,
Eshelman, Thomas,664045,2020,44.2,86.3,1824,
Stashak, Cody,664054,2020,55.2,91.9,2234,
Gonsolin, Tony,664062,2020,47.5,95.1,2489,
Ponce, Cody,664074,2020,68.3,91.9,2529,
Fairbanks, Pete,664126,2020,59.2,97.3,2419,
Hartlieb, Geoff,664129,2020,53.8,93.6,2349,
Gibaut, Ian,664139,2020,54.4,95.2,2053,
Brubaker, JT,664141,2020,49,93.7,2286,
Hall, Matt,664180,2020,65.7,86.8,2395,
Clarke, Taylor,664199,2020,45.5,94.3,2336,
Maton III, Phil,664208,2020,79.7,90.3,2563,
Valdez, Framber,664285,2020,56.8,93.1,2254,
Javier, Cristian,664299,2020,63,92.2,2364,
Sanchez, Sixto,664350,2020,64.9,95.3,2195,
Urquidy, Jose,664353,2020,54.5,93.1,2216,
Newsome, Ljay,664714,2020,49.4,91.4,2078,
Helsley, Ryan,664854,2020,78.9,92.6,2528,
Misiewicz, Anthony,664948,2020,76.8,91.3,2418,
Kremer, Dean,665152,2020,70.2,91.3,2374,
Garcia, Deivi,665620,2020,59.6,91.9,2175,
Garcia, Rony,665621,2020,63.1,93.3,2276,
Anderson, Ian,666120,2020,48.3,94.1,2045,
Luzardo, Jesus,666200,2020,53.2,95.5,2410,
King, John,667463,2020,63.4,93.1,2010,
Dugger, Robert,667498,2020,53.8,92,2299,
Plesac, Zach,668676,2020,37.6,92.8,2083,
Gallen, Zac,668678,2020,64.9,90.8,2366,
Scrubb, Andre,668687,2020,52.6,92.9,2336,
Wilson, Bryse,669060,2020,62.9,93.9,2145,
May, Dustin,669160,2020,81.5,96.7,2476,
Burnes, Corbin,669203,2020,67,94.7,2793,
Akin, Keegan,669211,2020,62,91.9,2389,
Skubal, Tarik,669373,2020,60.1,94.4,2422,
Rogers, Trevor,669432,2020,60,93.6,2431,
Bieber, Shane,669456,2020,53.6,92.7,2407,
Baragar, Caleb,670056,2020,75.1,93.9,2491,
Schreiber, John,670167,2020,52,89.8,2142,
Oviedo, Johan,670912,2020,56.1,94.8,2277,
Richards, Trevor,670950,2020,50.7,90.5,2155,
Morejon, Adrian,670970,2020,56.2,96.6,2400,
Ramirez, Yohan,670990,2020,60,95.6,2360,
Hernandez, Carlos,672578,2020,51.4,96.2,2374,
Patino, Luis,672715,2020,64.8,96.7,2465,
Hirano, Yoshihisa,673633,2020,45.2,89.9,2117,
Karinchak, James,675916,2020,50.2,95.5,2396,
Howard, Spencer,675921,2020,56.5,94,2345,
Heuer, Codi,676051,2020,65.8,97.6,2357,
Elledge, Seth,676220,2020,64.9,93.3,2318,
Fleming, Josh,676596,2020,83.6,88.7,1867,
Zuber, Tyler,676604,2020,44.4,94.1,2243,
Margevicius, Nick,676606,2020,64.1,90,2124,
Dobnak, Randy,677976,2020,48.4,91.6,1950,
Gerber, Joey,680702,2020,65.2,93.3,2298,
Yamaguchi, Shun,685493,2020,40.9,90.8,2129,
